177 -1 -1 Mon Oct 15 14:42:24 2018
201 0 0 Mon Oct 15 14:43:24 2018
201 0 0 Mon Oct 15 14:44:24 2018
203 0 0 Mon Oct 15 14:45:24 2018
227 0 0 Mon Oct 15 14:46:24 2018
199 0 0 Mon Oct 15 14:47:24 2018
193 0 0 Mon Oct 15 14:48:24 2018
200 0 0 Mon Oct 15 14:49:24 2018
186 0 0 Mon Oct 15 14:50:24 2018
217 0 0 Mon Oct 15 14:51:24 2018
214 0 0 Mon Oct 15 14:52:24 2018
210 0 0 Mon Oct 15 14:53:24 2018
206 0 0 Mon Oct 15 14:54:24 2018
193 0 0 Mon Oct 15 14:55:24 2018
198 0 0 Mon Oct 15 14:56:24 2018
178 0 0 Mon Oct 15 14:57:24 2018
200 0 0 Mon Oct 15 14:58:24 2018
191 0 0 Mon Oct 15 14:59:24 2018
207 0 0 Mon Oct 15 15:00:24 2018
206 0 0 Mon Oct 15 15:01:24 2018
206 0 0 Mon Oct 15 15:02:24 2018
182 0 0 Mon Oct 15 15:03:24 2018
199 0 0 Mon Oct 15 15:04:24 2018
190 0 0 Mon Oct 15 15:05:24 2018
207 0 0 Mon Oct 15 15:06:24 2018
222 0 0 Mon Oct 15 15:07:24 2018
186 0 0 Mon Oct 15 15:08:24 2018
191 0 0 Mon Oct 15 15:09:24 2018
218 0 0 Mon Oct 15 15:10:24 2018
196 0 0 Mon Oct 15 15:11:24 2018
190 0 0 Mon Oct 15 15:12:24 2018
188 0 0 Mon Oct 15 15:13:24 2018
183 0 0 Mon Oct 15 15:14:24 2018
199 0 0 Mon Oct 15 15:15:25 2018
181 0 0 Mon Oct 15 15:16:24 2018
214 0 0 Mon Oct 15 15:17:24 2018
188 0 0 Mon Oct 15 15:18:24 2018
202 0 0 Mon Oct 15 15:19:24 2018
184 0 0 Mon Oct 15 15:20:24 2018
205 0 0 Mon Oct 15 15:21:24 2018
183 0 0 Mon Oct 15 15:22:24 2018
216 0 0 Mon Oct 15 15:23:25 2018
187 0 0 Mon Oct 15 15:24:24 2018
203 0 0 Mon Oct 15 15:25:24 2018
195 0 0 Mon Oct 15 15:26:24 2018
178 0 0 Mon Oct 15 15:27:24 2018
192 0 0 Mon Oct 15 15:28:24 2018
187 0 0 Mon Oct 15 15:29:24 2018
194 0 0 Mon Oct 15 15:30:24 2018
217 0 0 Mon Oct 15 15:31:24 2018
215 0 0 Mon Oct 15 15:32:24 2018
