187 -1 -1 Tue Oct 16 15:31:33 2018
195 0 0 Tue Oct 16 15:32:33 2018
197 0 0 Tue Oct 16 15:33:33 2018
166 0 0 Tue Oct 16 15:34:33 2018
198 0 0 Tue Oct 16 15:35:33 2018
170 0 0 Tue Oct 16 15:36:33 2018
178 0 0 Tue Oct 16 15:37:33 2018
188 0 0 Tue Oct 16 15:38:33 2018
206 0 0 Tue Oct 16 15:39:33 2018
196 0 0 Tue Oct 16 15:40:33 2018
185 0 0 Tue Oct 16 15:41:33 2018
206 0 0 Tue Oct 16 15:42:33 2018
200 0 0 Tue Oct 16 15:43:33 2018
177 0 0 Tue Oct 16 15:44:33 2018
180 0 0 Tue Oct 16 15:45:33 2018
187 0 0 Tue Oct 16 15:46:33 2018
173 0 0 Tue Oct 16 15:47:33 2018
156 0 0 Tue Oct 16 15:48:33 2018
202 0 0 Tue Oct 16 15:49:33 2018
185 0 0 Tue Oct 16 15:50:33 2018
192 0 0 Tue Oct 16 15:51:33 2018
187 0 0 Tue Oct 16 15:52:33 2018
180 0 0 Tue Oct 16 15:53:33 2018
216 0 0 Tue Oct 16 15:54:33 2018
216 0 0 Tue Oct 16 15:55:34 2018
182 0 0 Tue Oct 16 15:56:33 2018
179 0 0 Tue Oct 16 15:57:33 2018
184 0 0 Tue Oct 16 15:58:33 2018
170 0 0 Tue Oct 16 15:59:33 2018
193 0 0 Tue Oct 16 16:00:33 2018
216 0 0 Tue Oct 16 16:01:33 2018
164 0 0 Tue Oct 16 16:02:33 2018
180 0 0 Tue Oct 16 16:03:34 2018
210 0 0 Tue Oct 16 16:04:33 2018
165 0 0 Tue Oct 16 16:05:33 2018
163 0 0 Tue Oct 16 16:06:33 2018
168 0 0 Tue Oct 16 16:07:33 2018
177 0 0 Tue Oct 16 16:08:33 2018
183 0 0 Tue Oct 16 16:09:33 2018
193 0 0 Tue Oct 16 16:10:33 2018
184 0 0 Tue Oct 16 16:11:33 2018
210 0 0 Tue Oct 16 16:12:33 2018
195 0 0 Tue Oct 16 16:13:33 2018
175 0 0 Tue Oct 16 16:14:33 2018
162 0 0 Tue Oct 16 16:15:33 2018
196 0 0 Tue Oct 16 16:16:33 2018
187 0 0 Tue Oct 16 16:17:33 2018
177 0 0 Tue Oct 16 16:18:33 2018
189 0 0 Tue Oct 16 16:19:33 2018
198 0 0 Tue Oct 16 16:20:33 2018
176 0 0 Tue Oct 16 16:21:33 2018
209 0 0 Tue Oct 16 16:22:33 2018
169 0 0 Tue Oct 16 16:23:33 2018
203 0 0 Tue Oct 16 16:24:33 2018
186 0 0 Tue Oct 16 16:25:33 2018
170 0 0 Tue Oct 16 16:26:33 2018
188 0 0 Tue Oct 16 16:27:33 2018
187 0 0 Tue Oct 16 16:28:33 2018
197 0 0 Tue Oct 16 16:29:33 2018
184 0 0 Tue Oct 16 16:30:33 2018
198 0 0 Tue Oct 16 16:31:33 2018
188 0 0 Tue Oct 16 16:32:33 2018
189 0 0 Tue Oct 16 16:33:33 2018
183 0 0 Tue Oct 16 16:34:33 2018
191 0 0 Tue Oct 16 16:35:33 2018
173 0 0 Tue Oct 16 16:36:33 2018
182 0 0 Tue Oct 16 16:37:33 2018
178 0 0 Tue Oct 16 16:38:33 2018
174 0 0 Tue Oct 16 16:39:33 2018
182 0 0 Tue Oct 16 16:40:33 2018
209 0 0 Tue Oct 16 16:41:33 2018
198 0 0 Tue Oct 16 16:42:33 2018
181 0 0 Tue Oct 16 16:43:33 2018
193 0 0 Tue Oct 16 16:44:33 2018
160 0 0 Tue Oct 16 16:45:33 2018
176 0 0 Tue Oct 16 16:46:33 2018
166 0 0 Tue Oct 16 16:47:33 2018
173 0 0 Tue Oct 16 16:48:33 2018
159 0 0 Tue Oct 16 16:49:33 2018
223 0 0 Tue Oct 16 16:50:33 2018
192 0 0 Tue Oct 16 16:51:33 2018
187 0 0 Tue Oct 16 16:52:33 2018
173 0 0 Tue Oct 16 16:53:33 2018
180 0 0 Tue Oct 16 16:54:33 2018
177 0 0 Tue Oct 16 16:55:34 2018
161 0 0 Tue Oct 16 16:56:34 2018
177 0 0 Tue Oct 16 16:57:33 2018
169 0 0 Tue Oct 16 16:58:33 2018
172 0 0 Tue Oct 16 16:59:33 2018
170 0 0 Tue Oct 16 17:00:33 2018
180 0 0 Tue Oct 16 17:01:33 2018
181 0 0 Tue Oct 16 17:02:33 2018
200 0 0 Tue Oct 16 17:03:33 2018
183 0 0 Tue Oct 16 17:04:34 2018
178 0 0 Tue Oct 16 17:05:33 2018
169 0 0 Tue Oct 16 17:06:33 2018
166 0 0 Tue Oct 16 17:07:33 2018
175 0 0 Tue Oct 16 17:08:34 2018
176 0 0 Tue Oct 16 17:09:33 2018
169 0 0 Tue Oct 16 17:10:33 2018
208 0 0 Tue Oct 16 17:11:33 2018
208 0 0 Tue Oct 16 17:12:33 2018
