90 80 10 Wed Nov  7 17:52:43 2018
83 69 14 Wed Nov  7 17:53:43 2018
108 98 10 Wed Nov  7 17:54:43 2018
108 85 23 Wed Nov  7 17:55:43 2018
88 72 16 Wed Nov  7 17:56:43 2018
79 67 11 Wed Nov  7 17:57:43 2018
78 64 14 Wed Nov  7 17:58:43 2018
79 72 7 Wed Nov  7 17:59:43 2018
103 87 16 Wed Nov  7 18:00:43 2018
91 77 14 Wed Nov  7 18:01:43 2018
98 82 16 Wed Nov  7 18:02:43 2018
93 82 11 Wed Nov  7 18:03:43 2018
77 69 8 Wed Nov  7 18:04:43 2018
102 92 10 Wed Nov  7 18:05:43 2018
111 90 21 Wed Nov  7 18:06:43 2018
96 82 14 Wed Nov  7 18:07:43 2018
89 74 14 Wed Nov  7 18:08:45 2018
97 80 17 Wed Nov  7 18:09:43 2018
82 76 6 Wed Nov  7 18:10:43 2018
102 86 16 Wed Nov  7 18:11:43 2018
102 89 13 Wed Nov  7 18:12:44 2018
97 84 13 Wed Nov  7 18:13:43 2018
110 86 23 Wed Nov  7 18:14:43 2018
94 84 10 Wed Nov  7 18:15:43 2018
88 78 10 Wed Nov  7 18:16:43 2018
97 75 22 Wed Nov  7 18:17:43 2018
89 77 12 Wed Nov  7 18:18:45 2018
81 63 17 Wed Nov  7 18:19:43 2018
81 71 10 Wed Nov  7 18:20:43 2018
106 81 25 Wed Nov  7 18:21:43 2018
93 78 15 Wed Nov  7 18:22:43 2018
73 55 18 Wed Nov  7 18:23:43 2018
82 73 9 Wed Nov  7 18:24:43 2018
89 75 14 Wed Nov  7 18:25:43 2018
107 98 9 Wed Nov  7 18:26:43 2018
107 92 15 Wed Nov  7 18:27:43 2018
102 90 12 Wed Nov  7 18:28:43 2018
82 68 14 Wed Nov  7 18:29:44 2018
97 81 16 Wed Nov  7 18:30:43 2018
90 77 13 Wed Nov  7 18:31:43 2018
99 76 23 Wed Nov  7 18:32:43 2018
91 79 12 Wed Nov  7 18:33:43 2018
97 80 17 Wed Nov  7 18:34:45 2018
96 84 12 Wed Nov  7 18:35:44 2018
69 57 12 Wed Nov  7 18:36:43 2018
99 85 14 Wed Nov  7 18:37:43 2018
80 65 15 Wed Nov  7 18:38:43 2018
96 82 14 Wed Nov  7 18:39:44 2018
94 81 13 Wed Nov  7 18:40:43 2018
103 96 7 Wed Nov  7 18:41:43 2018
92 80 12 Wed Nov  7 18:42:43 2018
95 80 15 Wed Nov  7 18:43:43 2018
93 79 13 Wed Nov  7 18:44:43 2018
117 102 15 Wed Nov  7 18:45:43 2018
72 63 9 Wed Nov  7 18:46:43 2018
90 72 18 Wed Nov  7 18:47:44 2018
101 89 12 Wed Nov  7 18:48:43 2018
92 81 11 Wed Nov  7 18:49:43 2018
114 104 10 Wed Nov  7 18:50:43 2018
102 92 10 Wed Nov  7 18:51:43 2018
98 81 17 Wed Nov  7 18:52:43 2018
97 88 9 Wed Nov  7 18:53:43 2018
98 80 18 Wed Nov  7 18:54:43 2018
92 78 14 Wed Nov  7 18:55:43 2018
121 107 14 Wed Nov  7 18:56:43 2018
83 69 14 Wed Nov  7 18:57:44 2018
79 71 8 Wed Nov  7 18:58:43 2018
80 68 12 Wed Nov  7 18:59:43 2018
77 62 15 Wed Nov  7 19:00:44 2018
93 76 17 Wed Nov  7 19:01:43 2018
96 77 19 Wed Nov  7 19:02:45 2018
80 67 13 Wed Nov  7 19:03:43 2018
91 78 13 Wed Nov  7 19:04:43 2018
106 93 13 Wed Nov  7 19:05:43 2018
98 77 21 Wed Nov  7 19:06:43 2018
83 69 14 Wed Nov  7 19:07:43 2018
94 83 11 Wed Nov  7 19:08:43 2018
96 82 14 Wed Nov  7 19:09:43 2018
106 91 15 Wed Nov  7 19:10:43 2018
91 74 16 Wed Nov  7 19:11:43 2018
96 83 13 Wed Nov  7 19:12:43 2018
86 76 10 Wed Nov  7 19:13:43 2018
98 76 22 Wed Nov  7 19:14:43 2018
114 93 21 Wed Nov  7 19:15:45 2018
108 90 18 Wed Nov  7 19:16:43 2018
105 85 18 Wed Nov  7 19:17:44 2018
112 96 16 Wed Nov  7 19:18:44 2018
93 81 12 Wed Nov  7 19:19:44 2018
89 76 13 Wed Nov  7 19:20:43 2018
80 60 20 Wed Nov  7 19:21:43 2018
97 76 21 Wed Nov  7 19:22:43 2018
92 74 18 Wed Nov  7 19:23:43 2018
85 74 11 Wed Nov  7 19:24:45 2018
102 83 19 Wed Nov  7 19:25:43 2018
110 96 14 Wed Nov  7 19:26:45 2018
86 66 20 Wed Nov  7 19:27:44 2018
96 76 20 Wed Nov  7 19:28:43 2018
98 79 19 Wed Nov  7 19:29:45 2018
82 69 13 Wed Nov  7 19:30:43 2018
99 81 18 Wed Nov  7 19:31:43 2018
98 83 15 Wed Nov  7 19:32:43 2018
95 71 24 Wed Nov  7 19:33:43 2018
87 74 13 Wed Nov  7 19:34:43 2018
83 66 17 Wed Nov  7 19:35:43 2018
107 92 15 Wed Nov  7 19:36:44 2018
98 77 21 Wed Nov  7 19:37:43 2018
105 93 12 Wed Nov  7 19:38:45 2018
84 74 10 Wed Nov  7 19:39:43 2018
93 80 13 Wed Nov  7 19:40:43 2018
103 89 14 Wed Nov  7 19:41:43 2018
90 75 15 Wed Nov  7 19:42:43 2018
105 90 15 Wed Nov  7 19:43:43 2018
92 79 13 Wed Nov  7 19:44:43 2018
93 84 9 Wed Nov  7 19:45:44 2018
117 103 14 Wed Nov  7 19:46:43 2018
101 87 14 Wed Nov  7 19:47:44 2018
96 78 18 Wed Nov  7 19:48:43 2018
102 82 20 Wed Nov  7 19:49:43 2018
94 78 16 Wed Nov  7 19:50:44 2018
93 77 16 Wed Nov  7 19:51:43 2018
104 87 17 Wed Nov  7 19:52:43 2018
100 82 18 Wed Nov  7 19:53:43 2018
86 74 12 Wed Nov  7 19:54:44 2018
91 82 9 Wed Nov  7 19:55:43 2018
78 64 14 Wed Nov  7 19:56:43 2018
90 78 12 Wed Nov  7 19:57:43 2018
85 69 16 Wed Nov  7 19:58:43 2018
82 67 15 Wed Nov  7 19:59:43 2018
102 89 13 Wed Nov  7 20:00:43 2018
99 77 22 Wed Nov  7 20:01:47 2018
79 68 11 Wed Nov  7 20:02:43 2018
106 92 14 Wed Nov  7 20:03:43 2018
83 69 14 Wed Nov  7 20:04:43 2018
104 86 18 Wed Nov  7 20:05:44 2018
89 82 7 Wed Nov  7 20:06:43 2018
92 76 16 Wed Nov  7 20:07:43 2018
85 75 10 Wed Nov  7 20:08:43 2018
96 82 14 Wed Nov  7 20:09:43 2018
102 87 15 Wed Nov  7 20:10:43 2018
109 99 10 Wed Nov  7 20:11:43 2018
93 78 15 Wed Nov  7 20:12:43 2018
97 85 12 Wed Nov  7 20:13:44 2018
80 62 18 Wed Nov  7 20:14:43 2018
112 93 19 Wed Nov  7 20:15:43 2018
109 90 19 Wed Nov  7 20:16:43 2018
92 78 14 Wed Nov  7 20:17:44 2018
84 69 15 Wed Nov  7 20:18:43 2018
91 77 14 Wed Nov  7 20:19:43 2018
98 84 13 Wed Nov  7 20:20:44 2018
79 69 10 Wed Nov  7 20:21:43 2018
101 79 22 Wed Nov  7 20:22:43 2018
86 74 12 Wed Nov  7 20:23:43 2018
95 82 13 Wed Nov  7 20:24:43 2018
112 83 29 Wed Nov  7 20:25:44 2018
92 76 16 Wed Nov  7 20:26:45 2018
95 81 14 Wed Nov  7 20:27:43 2018
90 75 15 Wed Nov  7 20:28:44 2018
89 72 17 Wed Nov  7 20:29:44 2018
85 72 13 Wed Nov  7 20:30:43 2018
82 71 11 Wed Nov  7 20:31:43 2018
81 72 9 Wed Nov  7 20:32:43 2018
77 64 13 Wed Nov  7 20:33:44 2018
100 85 15 Wed Nov  7 20:34:43 2018
97 81 16 Wed Nov  7 20:35:43 2018
100 87 13 Wed Nov  7 20:36:43 2018
81 66 15 Wed Nov  7 20:37:44 2018
84 68 16 Wed Nov  7 20:38:43 2018
101 88 13 Wed Nov  7 20:39:43 2018
90 79 11 Wed Nov  7 20:40:43 2018
89 79 10 Wed Nov  7 20:41:43 2018
94 82 12 Wed Nov  7 20:42:43 2018
83 72 11 Wed Nov  7 20:43:43 2018
78 68 10 Wed Nov  7 20:44:44 2018
92 81 11 Wed Nov  7 20:45:43 2018
94 78 15 Wed Nov  7 20:46:43 2018
85 68 17 Wed Nov  7 20:47:43 2018
112 96 16 Wed Nov  7 20:48:46 2018
82 72 10 Wed Nov  7 20:49:43 2018
87 78 9 Wed Nov  7 20:50:45 2018
95 76 19 Wed Nov  7 20:51:44 2018
88 70 18 Wed Nov  7 20:52:43 2018
102 93 9 Wed Nov  7 20:53:43 2018
97 82 15 Wed Nov  7 20:54:43 2018
90 77 13 Wed Nov  7 20:55:44 2018
108 90 18 Wed Nov  7 20:56:44 2018
95 77 17 Wed Nov  7 20:57:43 2018
79 65 14 Wed Nov  7 20:58:44 2018
98 86 12 Wed Nov  7 20:59:43 2018
99 87 11 Wed Nov  7 21:00:43 2018
94 81 13 Wed Nov  7 21:01:43 2018
85 70 15 Wed Nov  7 21:02:43 2018
106 83 23 Wed Nov  7 21:03:44 2018
81 73 8 Wed Nov  7 21:04:44 2018
99 82 17 Wed Nov  7 21:05:43 2018
93 75 18 Wed Nov  7 21:06:44 2018
78 61 17 Wed Nov  7 21:07:43 2018
111 97 14 Wed Nov  7 21:08:43 2018
84 67 17 Wed Nov  7 21:09:43 2018
106 84 22 Wed Nov  7 21:10:43 2018
100 84 16 Wed Nov  7 21:11:43 2018
100 89 11 Wed Nov  7 21:12:44 2018
110 96 14 Wed Nov  7 21:13:44 2018
109 89 20 Wed Nov  7 21:14:45 2018
90 72 18 Wed Nov  7 21:15:43 2018
107 94 13 Wed Nov  7 21:16:46 2018
91 71 20 Wed Nov  7 21:17:43 2018
88 74 14 Wed Nov  7 21:18:44 2018
94 82 12 Wed Nov  7 21:19:43 2018
92 79 13 Wed Nov  7 21:20:43 2018
123 101 22 Wed Nov  7 21:21:44 2018
80 64 16 Wed Nov  7 21:22:43 2018
93 77 16 Wed Nov  7 21:23:43 2018
90 75 15 Wed Nov  7 21:24:43 2018
101 88 13 Wed Nov  7 21:25:44 2018
102 83 19 Wed Nov  7 21:26:43 2018
112 96 16 Wed Nov  7 21:27:44 2018
86 67 19 Wed Nov  7 21:28:43 2018
100 91 8 Wed Nov  7 21:29:44 2018
91 76 15 Wed Nov  7 21:30:44 2018
89 73 16 Wed Nov  7 21:31:43 2018
77 65 12 Wed Nov  7 21:32:44 2018
99 84 15 Wed Nov  7 21:33:43 2018
100 88 12 Wed Nov  7 21:34:43 2018
98 81 17 Wed Nov  7 21:35:43 2018
80 66 14 Wed Nov  7 21:36:44 2018
101 86 15 Wed Nov  7 21:37:43 2018
112 94 18 Wed Nov  7 21:38:43 2018
90 79 11 Wed Nov  7 21:39:43 2018
85 74 11 Wed Nov  7 21:40:43 2018
81 73 8 Wed Nov  7 21:41:43 2018
86 74 12 Wed Nov  7 21:42:44 2018
93 79 14 Wed Nov  7 21:43:43 2018
101 88 13 Wed Nov  7 21:44:43 2018
93 78 15 Wed Nov  7 21:45:43 2018
121 103 18 Wed Nov  7 21:46:43 2018
80 66 14 Wed Nov  7 21:47:43 2018
95 80 15 Wed Nov  7 21:48:43 2018
98 89 9 Wed Nov  7 21:49:43 2018
99 83 16 Wed Nov  7 21:50:43 2018
83 67 16 Wed Nov  7 21:51:43 2018
93 78 15 Wed Nov  7 21:52:43 2018
107 87 20 Wed Nov  7 21:53:43 2018
99 74 25 Wed Nov  7 21:54:43 2018
110 96 14 Wed Nov  7 21:55:43 2018
92 82 10 Wed Nov  7 21:56:43 2018
93 85 8 Wed Nov  7 21:57:43 2018
93 83 10 Wed Nov  7 21:58:43 2018
83 74 9 Wed Nov  7 21:59:43 2018
92 75 17 Wed Nov  7 22:00:43 2018
83 70 13 Wed Nov  7 22:01:43 2018
101 87 14 Wed Nov  7 22:02:43 2018
91 82 9 Wed Nov  7 22:03:43 2018
80 69 11 Wed Nov  7 22:04:43 2018
99 89 10 Wed Nov  7 22:05:44 2018
89 75 14 Wed Nov  7 22:06:43 2018
104 89 15 Wed Nov  7 22:07:43 2018
84 74 10 Wed Nov  7 22:08:43 2018
91 79 12 Wed Nov  7 22:09:44 2018
88 74 14 Wed Nov  7 22:10:43 2018
89 78 11 Wed Nov  7 22:11:43 2018
84 69 15 Wed Nov  7 22:12:43 2018
90 78 12 Wed Nov  7 22:13:44 2018
94 77 17 Wed Nov  7 22:14:43 2018
101 87 14 Wed Nov  7 22:15:43 2018
103 87 16 Wed Nov  7 22:16:43 2018
98 83 15 Wed Nov  7 22:17:43 2018
89 74 15 Wed Nov  7 22:18:43 2018
84 67 17 Wed Nov  7 22:19:43 2018
85 77 7 Wed Nov  7 22:20:43 2018
93 79 14 Wed Nov  7 22:21:45 2018
87 76 11 Wed Nov  7 22:22:43 2018
91 71 20 Wed Nov  7 22:23:43 2018
89 78 11 Wed Nov  7 22:24:43 2018
114 98 16 Wed Nov  7 22:25:43 2018
94 77 17 Wed Nov  7 22:26:45 2018
93 79 14 Wed Nov  7 22:27:43 2018
102 85 17 Wed Nov  7 22:28:43 2018
88 74 14 Wed Nov  7 22:29:43 2018
90 69 21 Wed Nov  7 22:30:43 2018
87 74 13 Wed Nov  7 22:31:43 2018
84 71 13 Wed Nov  7 22:32:43 2018
92 77 15 Wed Nov  7 22:33:45 2018
76 62 14 Wed Nov  7 22:34:43 2018
91 74 17 Wed Nov  7 22:35:43 2018
91 80 11 Wed Nov  7 22:36:43 2018
83 76 7 Wed Nov  7 22:37:43 2018
99 80 19 Wed Nov  7 22:38:44 2018
90 74 16 Wed Nov  7 22:39:43 2018
95 79 16 Wed Nov  7 22:40:43 2018
76 65 11 Wed Nov  7 22:41:45 2018
86 71 15 Wed Nov  7 22:42:43 2018
103 88 15 Wed Nov  7 22:43:43 2018
79 66 13 Wed Nov  7 22:44:43 2018
103 83 20 Wed Nov  7 22:45:43 2018
95 83 12 Wed Nov  7 22:46:43 2018
88 74 14 Wed Nov  7 22:47:43 2018
110 91 19 Wed Nov  7 22:48:43 2018
94 83 11 Wed Nov  7 22:49:43 2018
103 89 14 Wed Nov  7 22:50:43 2018
81 63 18 Wed Nov  7 22:51:43 2018
100 81 19 Wed Nov  7 22:52:43 2018
94 87 7 Wed Nov  7 22:53:43 2018
87 73 14 Wed Nov  7 22:54:43 2018
102 85 17 Wed Nov  7 22:55:43 2018
102 87 14 Wed Nov  7 22:56:43 2018
93 82 11 Wed Nov  7 22:57:43 2018
95 80 15 Wed Nov  7 22:58:43 2018
99 85 14 Wed Nov  7 22:59:43 2018
99 84 15 Wed Nov  7 23:00:43 2018
99 89 10 Wed Nov  7 23:01:43 2018
82 75 7 Wed Nov  7 23:02:43 2018
79 69 10 Wed Nov  7 23:03:43 2018
90 80 10 Wed Nov  7 23:04:45 2018
106 86 19 Wed Nov  7 23:05:43 2018
79 66 13 Wed Nov  7 23:06:44 2018
84 73 11 Wed Nov  7 23:07:43 2018
76 65 11 Wed Nov  7 23:08:43 2018
79 69 10 Wed Nov  7 23:09:43 2018
87 72 15 Wed Nov  7 23:10:44 2018
99 88 11 Wed Nov  7 23:11:43 2018
108 85 23 Wed Nov  7 23:12:43 2018
96 81 15 Wed Nov  7 23:13:43 2018
100 86 13 Wed Nov  7 23:14:43 2018
97 86 11 Wed Nov  7 23:15:44 2018
88 68 20 Wed Nov  7 23:16:43 2018
81 63 18 Wed Nov  7 23:17:43 2018
107 89 18 Wed Nov  7 23:18:43 2018
86 74 12 Wed Nov  7 23:19:43 2018
89 78 11 Wed Nov  7 23:20:43 2018
124 107 17 Wed Nov  7 23:21:43 2018
85 76 9 Wed Nov  7 23:22:44 2018
99 84 15 Wed Nov  7 23:23:43 2018
83 67 16 Wed Nov  7 23:24:44 2018
87 77 10 Wed Nov  7 23:25:43 2018
97 78 19 Wed Nov  7 23:26:45 2018
90 77 12 Wed Nov  7 23:27:43 2018
99 80 19 Wed Nov  7 23:28:43 2018
83 73 9 Wed Nov  7 23:29:44 2018
104 89 15 Wed Nov  7 23:30:43 2018
96 80 16 Wed Nov  7 23:31:43 2018
97 81 16 Wed Nov  7 23:32:43 2018
95 87 8 Wed Nov  7 23:33:43 2018
95 78 17 Wed Nov  7 23:34:43 2018
79 64 15 Wed Nov  7 23:35:43 2018
85 70 15 Wed Nov  7 23:36:43 2018
103 93 10 Wed Nov  7 23:37:43 2018
107 87 20 Wed Nov  7 23:38:43 2018
108 92 16 Wed Nov  7 23:39:43 2018
91 78 13 Wed Nov  7 23:40:43 2018
94 82 12 Wed Nov  7 23:41:43 2018
100 85 15 Wed Nov  7 23:42:43 2018
92 80 12 Wed Nov  7 23:43:44 2018
92 79 13 Wed Nov  7 23:44:43 2018
87 74 13 Wed Nov  7 23:45:43 2018
95 86 9 Wed Nov  7 23:46:43 2018
99 84 15 Wed Nov  7 23:47:43 2018
98 84 14 Wed Nov  7 23:48:43 2018
100 80 20 Wed Nov  7 23:49:43 2018
98 85 13 Wed Nov  7 23:50:43 2018
102 79 23 Wed Nov  7 23:51:44 2018
100 83 17 Wed Nov  7 23:52:43 2018
104 90 14 Wed Nov  7 23:53:43 2018
95 86 9 Wed Nov  7 23:54:43 2018
98 83 15 Wed Nov  7 23:55:43 2018
96 79 17 Wed Nov  7 23:56:43 2018
87 75 12 Wed Nov  7 23:57:44 2018
102 91 11 Wed Nov  7 23:58:43 2018
94 82 11 Wed Nov  7 23:59:43 2018
97 85 12 Thu Nov  8 00:00:43 2018
88 71 17 Thu Nov  8 00:01:43 2018
113 99 14 Thu Nov  8 00:02:43 2018
84 70 14 Thu Nov  8 00:03:43 2018
82 70 12 Thu Nov  8 00:04:43 2018
92 80 12 Thu Nov  8 00:05:43 2018
79 67 12 Thu Nov  8 00:06:43 2018
88 72 16 Thu Nov  8 00:07:43 2018
99 88 11 Thu Nov  8 00:08:43 2018
90 76 14 Thu Nov  8 00:09:43 2018
106 88 18 Thu Nov  8 00:10:43 2018
91 77 14 Thu Nov  8 00:11:43 2018
83 74 9 Thu Nov  8 00:12:43 2018
110 102 8 Thu Nov  8 00:13:43 2018
99 90 9 Thu Nov  8 00:14:44 2018
77 61 16 Thu Nov  8 00:15:43 2018
101 90 11 Thu Nov  8 00:16:44 2018
100 83 17 Thu Nov  8 00:17:45 2018
108 89 19 Thu Nov  8 00:18:43 2018
78 61 17 Thu Nov  8 00:19:43 2018
92 76 16 Thu Nov  8 00:20:43 2018
101 84 17 Thu Nov  8 00:21:43 2018
96 86 10 Thu Nov  8 00:22:44 2018
86 74 12 Thu Nov  8 00:23:43 2018
100 86 14 Thu Nov  8 00:24:43 2018
103 90 13 Thu Nov  8 00:25:44 2018
79 65 14 Thu Nov  8 00:26:44 2018
88 74 14 Thu Nov  8 00:27:43 2018
109 98 11 Thu Nov  8 00:28:43 2018
93 80 13 Thu Nov  8 00:29:43 2018
93 77 16 Thu Nov  8 00:30:43 2018
98 84 14 Thu Nov  8 00:31:43 2018
94 83 11 Thu Nov  8 00:32:43 2018
100 87 13 Thu Nov  8 00:33:44 2018
91 80 11 Thu Nov  8 00:34:43 2018
90 75 15 Thu Nov  8 00:35:43 2018
94 75 19 Thu Nov  8 00:36:43 2018
80 66 14 Thu Nov  8 00:37:43 2018
93 79 14 Thu Nov  8 00:38:43 2018
94 81 13 Thu Nov  8 00:39:45 2018
89 74 15 Thu Nov  8 00:40:43 2018
96 83 13 Thu Nov  8 00:41:46 2018
90 81 9 Thu Nov  8 00:42:43 2018
109 95 14 Thu Nov  8 00:43:44 2018
84 75 9 Thu Nov  8 00:44:43 2018
95 75 20 Thu Nov  8 00:45:43 2018
95 80 15 Thu Nov  8 00:46:43 2018
88 75 13 Thu Nov  8 00:47:44 2018
89 75 14 Thu Nov  8 00:48:43 2018
82 64 18 Thu Nov  8 00:49:43 2018
103 90 13 Thu Nov  8 00:50:43 2018
87 77 10 Thu Nov  8 00:51:44 2018
92 82 10 Thu Nov  8 00:52:43 2018
102 85 17 Thu Nov  8 00:53:44 2018
114 87 27 Thu Nov  8 00:54:43 2018
81 73 8 Thu Nov  8 00:55:43 2018
122 107 15 Thu Nov  8 00:56:44 2018
97 82 15 Thu Nov  8 00:57:43 2018
